isn,ssn,uid,publicering,kode,cvrNummer,periodeStart,periodeSlut,xbrlDokument,pdfDokument
495001,0,X-79B1CACD-20150219_160031_091,TIL,R,32777597,1-1-2014,31-12-2014,X-79B1CACD-20150219_160031_091.xml,
495002,0,X-135147C4-20150219_084509_845,TIL,R,32774288,1-1-2014,31-12-2014,X-135147C4-20150219_084509_845.xml,
495003,0,X-6BD9F774-20150219_132408_539,TIL,R,32774237,1-1-2014,31-12-2014,X-6BD9F774-20150219_132408_539.xml,
495004,0,X-4EE1E208-20150219_183158_003,TIL,R,32771750,1-1-2014,31-12-2014,X-4EE1E208-20150219_183158_003.xml,
495005,0,X-99B798DD-20150219_072816_222,TIL,R,32762611,1-1-2014,31-12-2014,X-99B798DD-20150219_072816_222.xml,
495006,0,X-19C91D56-20150218_151802_828,TIL,R,32663710,1-1-2014,31-12-2014,X-19C91D56-20150218_151802_828.xml,
495007,0,X-19C91D56-20150218_171225_550,TIL,R,32663672,1-1-2014,31-12-2014,X-19C91D56-20150218_171225_550.xml,
495008,0,X-3786182C-20150220_125913_668,TIL,R,32661157,1-10-2013,30-9-2014,X-3786182C-20150220_125913_668.xml,
495009,0,X-D7780C50-20150218_123130_352,TIL,R,32656188,1-1-2014,31-12-2014,X-D7780C50-20150218_123130_352.xml,
495010,0,X-D7780C50-20150218_123153_058,TIL,R,32655491,1-1-2014,31-12-2014,X-D7780C50-20150218_123153_058.xml,
495011,0,X-D7780C50-20150218_123207_841,TIL,R,32655440,1-1-2014,31-12-2014,X-D7780C50-20150218_123207_841.xml,
495012,0,X-8D66683D-20150218_133141_057,TIL,R,32650945,1-1-2014,31-12-2014,X-8D66683D-20150218_133141_057.xml,
495013,0,X-8D66683D-20150218_133217_848,TIL,R,32650929,1-1-2014,31-12-2014,X-8D66683D-20150218_133217_848.xml,
495014,0,X-F7691F47-20150220_181652_117,TIL,R,32560571,1-1-2014,31-12-2014,X-F7691F47-20150220_181652_117.xml,
495015,0,X-FA721ED9-20150219_131441_503,TIL,R,32554032,1-1-2014,31-12-2014,X-FA721ED9-20150219_131441_503.xml,
495016,0,X-BB3FA9F2-20150218_152118_190,TIL,R,32477623,1-9-2013,31-8-2014,X-BB3FA9F2-20150218_152118_190.xml,
495017,0,X-F7691F47-20150220_144651_766,TIL,R,32472362,1-1-2014,31-12-2014,X-F7691F47-20150220_144651_766.xml,
495018,0,X-3F007FDA-20150220_151303_302,TIL,R,32448135,1-1-2014,31-12-2014,X-3F007FDA-20150220_151303_302.xml,
495019,0,X-1A8EB199-20150220_080622_773,TIL,R,32448100,1-10-2013,30-9-2014,X-1A8EB199-20150220_080622_773.xml,
495020,0,X-6BD9F774-20150219_104625_257,TIL,R,32447376,1-1-2014,31-12-2014,X-6BD9F774-20150219_104625_257.xml,
495021,0,X-997D396E-20150219_141335_302,TIL,R,32445942,1-1-2014,31-12-2014,X-997D396E-20150219_141335_302.xml,
495022,0,X-0FBA85D8-20150220_091839_578,TIL,R,32441017,1-10-2013,30-9-2014,X-0FBA85D8-20150220_091839_578.xml,
495023,0,X-A895C5B4-20150219_162207_176,TIL,R,32365272,1-10-2013,30-9-2014,X-A895C5B4-20150219_162207_176.xml,
495024,0,X-FA721ED9-20150220_100540_476,TIL,R,32361226,1-1-2014,31-12-2014,X-FA721ED9-20150220_100540_476.xml,
495025,0,X-22D964D8-20150219_110753_354,TIL,R,32359833,1-1-2014,31-12-2014,X-22D964D8-20150219_110753_354.xml,
495026,0,X-22D964D8-20150219_111305_671,TIL,R,32359108,1-1-2014,31-12-2014,X-22D964D8-20150219_111305_671.xml,
495027,0,X-F7691F47-20150219_182149_601,TIL,R,32358721,1-1-2014,31-12-2014,X-F7691F47-20150219_182149_601.xml,
495028,0,X-F7691F47-20150219_181649_675,TIL,R,32358705,1-1-2014,31-12-2014,X-F7691F47-20150219_181649_675.xml,
495029,0,X-E69A98C6-20150220_095554_951,TIL,R,32355129,21-3-2014,31-12-2014,X-E69A98C6-20150220_095554_951.xml,
495030,0,X-82C1625D-20150219_153619_265,TIL,R,32349986,2-6-2014,30-9-2014,X-82C1625D-20150219_153619_265.xml,
495031,0,X-F7691F47-20150220_153151_960,TIL,R,32348661,1-10-2013,30-9-2014,X-F7691F47-20150220_153151_960.xml,
495032,0,X-F7691F47-20150218_112146_361,TIL,R,32337767,29-4-2013,30-9-2014,X-F7691F47-20150218_112146_361.xml,
495033,0,X-3C68BA0B-20150219_154739_469,TIL,R,32336442,17-3-2014,31-12-2014,X-3C68BA0B-20150219_154739_469.xml,
495034,0,X-22D964D8-20150220_084617_578,TIL,R,32335047,6-2-2014,30-11-2014,X-22D964D8-20150220_084617_578.xml,
495035,0,X-C223F670-20150220_112127_407,TIL,R,32329373,1-10-2013,30-9-2014,X-C223F670-20150220_112127_407.xml,
495036,0,X-FAD4F3D8-20150220_144137_191,TIL,R,32329012,1-10-2013,30-9-2014,X-FAD4F3D8-20150220_144137_191.xml,
495037,0,X-3B1FD466-20150219_085922_155,TIL,R,32324347,1-10-2013,30-9-2014,X-3B1FD466-20150219_085922_155.xml,
495038,0,X-57D8891F-20150218_114811_170,TIL,R,32310958,1-1-2014,31-12-2014,X-57D8891F-20150218_114811_170.xml,
495039,0,X-2FAD7BC7-20150220_144355_512,TIL,R,32306543,1-10-2013,30-9-2014,X-2FAD7BC7-20150220_144355_512.xml,
495040,0,X-0DC61450-20150220_124932_682,TIL,R,32306047,1-1-2014,31-12-2014,X-0DC61450-20150220_124932_682.xml,
495041,0,X-4C66715B-20150218_114026_675,TIL,R,32304079,1-1-2014,31-12-2014,X-4C66715B-20150218_114026_675.xml,
495042,0,X-E24CA308-20150220_114211_498,TIL,R,32299857,1-1-2014,31-12-2014,X-E24CA308-20150220_114211_498.xml,
495043,0,X-E24CA308-20150220_082626_487,TIL,R,32299822,1-1-2014,31-12-2014,X-E24CA308-20150220_082626_487.xml,
495044,0,X-BB3FA9F2-20150218_152215_717,TIL,R,32299520,1-9-2013,31-8-2014,X-BB3FA9F2-20150218_152215_717.xml,
495045,0,X-46C4890F-20150220_124948_536,TIL,R,32292666,1-1-2014,31-12-2014,X-46C4890F-20150220_124948_536.xml,
495046,0,X-46C4890F-20150220_153733_330,TIL,R,32292577,1-1-2014,31-12-2014,X-46C4890F-20150220_153733_330.xml,
495047,0,X-997D396E-20150219_142217_751,TIL,R,32288685,1-1-2014,31-12-2014,X-997D396E-20150219_142217_751.xml,
495048,0,X-4EE1E208-20150218_151226_136,TIL,R,32285899,1-1-2014,31-12-2014,X-4EE1E208-20150218_151226_136.xml,
495049,0,X-3B1FD466-20150218_123814_829,TIL,R,32272975,1-1-2014,31-12-2014,X-3B1FD466-20150218_123814_829.xml,
495050,0,X-AB475EB0-20150219_084735_465,TIL,R,32270980,1-1-2014,31-12-2014,X-AB475EB0-20150219_084735_465.xml,
495051,0,X-D3A0C8C1-20150218_124606_954,TIL,R,32270387,1-10-2013,30-9-2014,X-D3A0C8C1-20150218_124606_954.xml,
495052,0,X-DEEC2589-20150218_220126_378,TIL,R,32264980,1-1-2014,31-12-2014,X-DEEC2589-20150218_220126_378.xml,
495053,0,X-01E0C151-20150219_112506_433,TIL,R,32264948,1-10-2013,30-9-2014,X-01E0C151-20150219_112506_433.xml,
495054,0,X-01E0C151-20150219_113604_835,TIL,R,32264891,1-10-2013,30-9-2014,X-01E0C151-20150219_113604_835.xml,
495055,0,X-58877689-20150218_133218_563,TIL,R,32263437,1-1-2014,31-12-2014,X-58877689-20150218_133218_563.xml,
495056,0,X-7DCBEB12-20150219_195950_760,TIL,R,32262708,1-1-2014,31-12-2014,X-7DCBEB12-20150219_195950_760.xml,
495057,0,X-67CDDE03-20150218_104412_610,TIL,R,32163300,1-10-2013,30-9-2014,X-67CDDE03-20150218_104412_610.xml,
495058,0,X-6160E1BA-20150218_153421_756,TIL,R,32162134,1-10-2013,30-9-2014,X-6160E1BA-20150218_153421_756.xml,
495059,0,X-7DCBEB12-20150219_183332_664,TIL,R,32157815,1-10-2013,30-9-2014,X-7DCBEB12-20150219_183332_664.xml,
495060,0,X-18B324CC-20150218_155511_515,TIL,R,32155820,1-10-2013,30-9-2014,X-18B324CC-20150218_155511_515.xml,
495061,0,X-4FA9429D-20150220_104241_776,TIL,R,32155235,1-10-2013,30-9-2014,X-4FA9429D-20150220_104241_776.xml,
495062,0,X-DC28963A-20150218_132701_023,TIL,R,32154581,1-10-2013,30-9-2014,X-DC28963A-20150218_132701_023.xml,
495063,0,X-C792BEA2-20150218_171738_341,TIL,R,32146910,1-1-2014,31-12-2014,X-C792BEA2-20150218_171738_341.xml,
495064,0,X-47132FCB-20150218_170632_200,TIL,R,32145728,1-1-2014,31-12-2014,X-47132FCB-20150218_170632_200.xml,
495065,0,X-04776052-20150218_134002_586,TIL,R,32144934,1-10-2013,30-9-2014,X-04776052-20150218_134002_586.xml,
495066,0,X-7BE6B3A0-20150219_080304_893,TIL,R,32144209,1-10-2013,30-9-2014,X-7BE6B3A0-20150219_080304_893.xml,
495067,0,X-09BC1683-20150220_142815_487,TIL,R,32143458,1-10-2013,30-9-2014,X-09BC1683-20150220_142815_487.xml,
495068,0,X-FE43E7EA-20150220_171034_851,TIL,R,32138144,1-10-2013,30-9-2014,X-FE43E7EA-20150220_171034_851.xml,
495069,0,X-FE43E7EA-20150220_171140_637,TIL,R,32138128,1-10-2013,30-9-2014,X-FE43E7EA-20150220_171140_637.xml,
495070,0,X-0CE720C7-20150220_125222_303,TIL,R,32097510,1-1-2014,31-12-2014,X-0CE720C7-20150220_125222_303.xml,
495071,0,X-2B238C03-20150218_114857_605,TIL,R,32095682,1-1-2014,31-12-2014,X-2B238C03-20150218_114857_605.xml,
495072,0,X-B55B31A3-20150220_074156_627,TIL,R,32095321,1-1-2014,31-12-2014,X-B55B31A3-20150220_074156_627.xml,
495073,0,X-B55B31A3-20150220_074304_784,TIL,R,32095313,1-1-2014,31-12-2014,X-B55B31A3-20150220_074304_784.xml,
495074,0,X-18B324CC-20150218_150356_270,TIL,R,32092748,1-10-2013,30-9-2014,X-18B324CC-20150218_150356_270.xml,
495075,0,X-92C490BB-20150219_195739_589,TIL,R,32088570,1-1-2014,31-12-2014,X-92C490BB-20150219_195739_589.xml,
495076,0,X-1A39A833-20150218_123749_380,TIL,R,32084664,1-9-2013,31-8-2014,X-1A39A833-20150218_123749_380.xml,
495077,0,X-DEEC2589-20150218_204203_065,TIL,R,32083412,1-1-2014,31-12-2014,X-DEEC2589-20150218_204203_065.xml,
495078,0,X-F7691F47-20150220_095653_204,TIL,R,32082904,1-10-2013,30-9-2014,X-F7691F47-20150220_095653_204.xml,
495079,0,X-F296591E-20150220_103113_527,TIL,R,32079741,1-1-2014,31-12-2014,X-F296591E-20150220_103113_527.xml,
495080,0,X-DEEC2589-20150218_204234_795,TIL,R,32070868,1-1-2014,31-12-2014,X-DEEC2589-20150218_204234_795.xml,
495081,0,X-14327C46-20150218_160620_728,TIL,R,32064272,1-10-2013,30-9-2014,X-14327C46-20150218_160620_728.xml,
495082,0,X-CC4BB369-20150218_115051_544,TIL,R,31946247,1-10-2013,30-9-2014,X-CC4BB369-20150218_115051_544.xml,
495083,0,X-4EE1E208-20150220_131841_900,TIL,R,31939372,1-10-2013,30-9-2014,X-4EE1E208-20150220_131841_900.xml,
495084,0,X-F7691F47-20150219_174149_428,TIL,R,31938112,1-1-2014,31-12-2014,X-F7691F47-20150219_174149_428.xml,
495085,0,X-C41E43EE-20150219_074334_229,TIL,R,31937086,1-10-2013,30-9-2014,X-C41E43EE-20150219_074334_229.xml,
495086,0,X-A365094F-20150218_131312_359,TIL,R,31936020,1-1-2014,31-12-2014,X-A365094F-20150218_131312_359.xml,
495087,0,X-122AF525-20150218_175111_526,TIL,R,31933498,1-1-2014,31-12-2014,X-122AF525-20150218_175111_526.xml,
495088,0,X-122AF525-20150218_175010_156,TIL,R,31933439,1-1-2014,31-12-2014,X-122AF525-20150218_175010_156.xml,
495089,0,X-122AF525-20150218_174910_340,TIL,R,31933404,1-1-2014,31-12-2014,X-122AF525-20150218_174910_340.xml,
495090,0,X-F7691F47-20150218_125646_227,TIL,R,31882591,1-1-2014,31-12-2014,X-F7691F47-20150218_125646_227.xml,
495091,0,X-F7691F47-20150218_110146_096,TIL,R,31882575,1-1-2014,31-12-2014,X-F7691F47-20150218_110146_096.xml,
495092,0,X-05FF7468-20150220_114311_765,TIL,R,31875242,1-10-2013,30-9-2014,X-05FF7468-20150220_114311_765.xml,
495093,0,X-4EE1E208-20150218_141949_372,TIL,R,31875145,1-1-2014,31-12-2014,X-4EE1E208-20150218_141949_372.xml,
495094,0,X-23F9D8AF-20150218_173004_469,TIL,R,31873649,1-1-2014,31-12-2014,X-23F9D8AF-20150218_173004_469.xml,
495095,0,X-6E319185-20150219_114603_870,TIL,R,31871603,1-10-2013,30-9-2014,X-6E319185-20150219_114603_870.xml,
495096,0,X-6F6D8036-20150218_120101_105,TIL,R,31868173,1-10-2013,30-9-2014,X-6F6D8036-20150218_120101_105.xml,
495097,0,X-6F6D8036-20150218_115636_122,TIL,R,31868157,1-10-2013,30-9-2014,X-6F6D8036-20150218_115636_122.xml,
495098,0,X-6F6D8036-20150218_114636_498,TIL,R,31867606,1-10-2013,30-9-2014,X-6F6D8036-20150218_114636_498.xml,
495099,0,X-7DCBEB12-20150219_195833_337,TIL,R,31859441,1-1-2014,31-12-2014,X-7DCBEB12-20150219_195833_337.xml,
495100,0,X-803A5995-20150220_143616_109,TIL,R,31857902,1-1-2014,31-12-2014,X-803A5995-20150220_143616_109.xml,
495101,0,X-F7691F47-20150218_171149_709,TIL,R,31855322,1-1-2014,31-12-2014,X-F7691F47-20150218_171149_709.xml,
495102,0,X-DEEC2589-20150218_165335_589,TIL,R,31853370,1-10-2013,30-9-2014,X-DEEC2589-20150218_165335_589.xml,
495103,0,X-47132FCB-20150218_170319_440,TIL,R,31851769,1-1-2014,31-12-2014,X-47132FCB-20150218_170319_440.xml,
495104,0,X-47132FCB-20150218_170227_644,TIL,R,31851750,1-1-2014,31-12-2014,X-47132FCB-20150218_170227_644.xml,
495105,0,X-8B1F06DF-20150219_160218_142,TIL,R,31850029,1-1-2014,31-12-2014,X-8B1F06DF-20150219_160218_142.xml,
495106,0,X-4EE1E208-20150219_114416_325,TIL,R,31849705,1-1-2014,31-12-2014,X-4EE1E208-20150219_114416_325.xml,
495107,0,X-F7691F47-20150220_095655_425,TIL,R,31785812,1-10-2013,30-9-2014,X-F7691F47-20150220_095655_425.xml,
495108,0,X-17980564-20150218_111948_354,TIL,R,31784778,1-1-2014,31-12-2014,X-17980564-20150218_111948_354.xml,
495109,0,X-17980564-20150218_112439_804,TIL,R,31784646,1-1-2014,31-12-2014,X-17980564-20150218_112439_804.xml,
495110,0,X-6CA9C49B-20150220_164731_232,TIL,R,31782953,1-1-2014,31-12-2014,X-6CA9C49B-20150220_164731_232.xml,
495111,0,X-6CA9C49B-20150220_164710_961,TIL,R,31782821,1-1-2014,31-12-2014,X-6CA9C49B-20150220_164710_961.xml,
495112,0,X-F7691F47-20150218_114146_086,TIL,R,31778549,1-1-2014,31-12-2014,X-F7691F47-20150218_114146_086.xml,
495113,0,X-F7691F47-20150220_152654_307,TIL,R,31778344,1-10-2013,30-9-2014,X-F7691F47-20150220_152654_307.xml,
495114,0,X-F7691F47-20150220_152151_882,TIL,R,31778336,1-10-2013,30-9-2014,X-F7691F47-20150220_152151_882.xml,
495115,0,X-F3F6FD4E-20150219_163831_033,TIL,R,31775639,1-1-2014,31-12-2014,X-F3F6FD4E-20150219_163831_033.xml,
495116,0,X-AAF8CEE2-20150219_131625_892,TIL,R,31773679,1-1-2014,31-12-2014,X-AAF8CEE2-20150219_131625_892.xml,
495117,0,X-69A3819B-20150220_124437_183,TIL,R,31773148,1-1-2014,31-12-2014,X-69A3819B-20150220_124437_183.xml,
495118,0,X-005F77CF-20150218_134427_827,TIL,R,31766494,1-10-2013,30-9-2014,X-005F77CF-20150218_134427_827.xml,
495119,0,X-3D7F2D7C-20150218_131150_086,TIL,R,31764718,1-10-2013,30-9-2014,X-3D7F2D7C-20150218_131150_086.xml,
495120,0,X-4EE1E208-20150219_155846_644,TIL,R,31760984,1-10-2013,30-9-2014,X-4EE1E208-20150219_155846_644.xml,
495121,0,X-4EE1E208-20150219_154636_424,TIL,R,31760933,1-10-2013,30-9-2014,X-4EE1E208-20150219_154636_424.xml,
495122,0,X-B7DB405B-20150219_134539_491,TIL,R,31760755,1-10-2013,30-9-2014,X-B7DB405B-20150219_134539_491.xml,
495123,0,X-46C4890F-20150219_112241_009,TIL,R,31759250,1-1-2014,31-12-2014,X-46C4890F-20150219_112241_009.xml,
495124,0,X-33C4F4C4-20150219_103942_150,TIL,R,31749816,1-1-2014,31-12-2014,X-33C4F4C4-20150219_103942_150.xml,
495125,0,X-D0458934-20150218_152648_400,TIL,R,31749735,1-10-2013,30-9-2014,X-D0458934-20150218_152648_400.xml,
495126,0,X-21948336-20150219_161253_319,TIL,R,31744318,1-10-2013,30-9-2014,X-21948336-20150219_161253_319.xml,
495127,0,X-05FF7468-20150220_112055_340,TIL,R,31636116,1-10-2013,30-9-2014,X-05FF7468-20150220_112055_340.xml,
495128,0,X-308D9A36-20150218_134412_330,TIL,R,31635454,1-10-2013,30-9-2014,X-308D9A36-20150218_134412_330.xml,
495129,0,X-5CE64D7B-20150218_163529_189,TIL,R,31631629,1-9-2013,31-8-2014,X-5CE64D7B-20150218_163529_189.xml,
495130,0,X-5CE64D7B-20150218_163335_171,TIL,R,31631491,1-9-2013,31-8-2014,X-5CE64D7B-20150218_163335_171.xml,
495131,0,X-FE6C6EA4-20150219_133358_890,TIL,R,31616549,1-1-2014,31-12-2014,X-FE6C6EA4-20150219_133358_890.xml,
495132,0,X-447F1CFA-20150220_091627_300,TIL,R,31615275,1-1-2014,31-12-2014,X-447F1CFA-20150220_091627_300.xml,
495133,0,X-309937F4-20150220_080038_395,TIL,R,31608945,1-10-2013,30-9-2014,X-309937F4-20150220_080038_395.xml,
495134,0,X-1D69BCF7-20150219_164037_285,TIL,R,31601290,1-10-2013,30-9-2014,X-1D69BCF7-20150219_164037_285.xml,
495135,0,X-1D69BCF7-20150219_164238_541,TIL,R,31601053,1-10-2013,30-9-2014,X-1D69BCF7-20150219_164238_541.xml,
495136,0,X-D29844F6-20150219_195234_643,TIL,R,31597978,1-1-2014,31-12-2014,X-D29844F6-20150219_195234_643.xml,
495137,0,X-A169B686-20150219_150252_348,TIL,R,31588944,1-10-2013,30-9-2014,X-A169B686-20150219_150252_348.xml,
495138,0,X-01D9491A-20150220_115905_188,TIL,R,31579139,1-1-2014,31-12-2014,X-01D9491A-20150220_115905_188.xml,
495139,0,X-F7691F47-20150220_131651_580,TIL,R,31575540,1-1-2014,31-12-2014,X-F7691F47-20150220_131651_580.xml,
495140,0,X-5F7E7363-20150218_124458_717,TIL,R,31498104,1-1-2014,31-12-2014,X-5F7E7363-20150218_124458_717.xml,
495141,0,X-803A5995-20150220_110206_180,TIL,R,31484480,1-1-2014,31-12-2014,X-803A5995-20150220_110206_180.xml,
495142,0,X-7DCBEB12-20150218_182600_947,TIL,R,31482984,1-9-2013,31-8-2014,X-7DCBEB12-20150218_182600_947.xml,
495143,0,X-5CE64D7B-20150218_163837_624,TIL,R,31481805,1-9-2013,31-8-2014,X-5CE64D7B-20150218_163837_624.xml,
495144,0,X-28BA52E5-20150219_165558_291,TIL,R,31477646,1-10-2013,30-9-2014,X-28BA52E5-20150219_165558_291.xml,
495145,0,X-FA721ED9-20150219_143349_515,TIL,R,31469031,1-1-2014,31-12-2014,X-FA721ED9-20150219_143349_515.xml,
495146,0,X-07242691-20150219_073027_206,TIL,R,31468639,1-1-2014,31-12-2014,X-07242691-20150219_073027_206.xml,
495147,0,X-5E084A8E-20150219_082306_537,TIL,R,31428254,1-10-2013,30-9-2014,X-5E084A8E-20150219_082306_537.xml,
495148,0,X-5E084A8E-20150219_082631_811,TIL,R,31428246,1-10-2013,30-9-2014,X-5E084A8E-20150219_082631_811.xml,
495149,0,X-22065E0D-20150218_140233_321,TIL,R,31418054,1-10-2013,30-9-2014,X-22065E0D-20150218_140233_321.xml,
495150,0,X-877CC7FB-20150219_163201_272,TIL,R,31417732,1-1-2014,31-12-2014,X-877CC7FB-20150219_163201_272.xml,
495151,0,X-F7691F47-20150219_115648_752,TIL,R,31374294,1-1-2014,31-12-2014,X-F7691F47-20150219_115648_752.xml,
495152,0,X-AB3BF8ED-20150220_140953_679,TIL,R,31371473,1-10-2013,30-9-2014,X-AB3BF8ED-20150220_140953_679.xml,
495153,0,X-0133DDC1-20150218_225415_148,TIL,R,31370086,1-1-2014,31-12-2014,X-0133DDC1-20150218_225415_148.xml,
495154,0,X-7DCBEB12-20150219_210840_638,TIL,R,31364698,1-9-2013,31-8-2014,X-7DCBEB12-20150219_210840_638.xml,
495155,0,X-DEEC2589-20150218_165424_609,TIL,R,31361737,1-10-2013,30-9-2014,X-DEEC2589-20150218_165424_609.xml,
495156,0,X-710E9133-20150218_154907_259,TIL,R,31347394,1-1-2014,31-12-2014,X-710E9133-20150218_154907_259.xml,
495157,0,X-F7691F47-20150220_114654_718,TIL,R,31346800,1-9-2013,31-8-2014,X-F7691F47-20150220_114654_718.xml,
495158,0,X-710E9133-20150218_143740_138,TIL,R,31331161,1-1-2014,31-12-2014,X-710E9133-20150218_143740_138.xml,
495159,0,X-6D0F9D19-20150218_130812_629,TIL,R,31299292,1-1-2014,31-12-2014,X-6D0F9D19-20150218_130812_629.xml,
495160,0,X-A169B686-20150220_173255_425,TIL,R,31286263,1-10-2013,30-9-2014,X-A169B686-20150220_173255_425.xml,
495161,0,X-F7691F47-20150220_134151_715,TIL,R,31283248,1-1-2014,31-12-2014,X-F7691F47-20150220_134151_715.xml,
495162,0,X-45BF8A79-20150219_135243_657,TIL,R,31282926,1-9-2013,31-8-2014,X-45BF8A79-20150219_135243_657.xml,
495163,0,X-71D7788D-20150219_125153_836,TIL,R,31282624,1-1-2014,31-12-2014,X-71D7788D-20150219_125153_836.xml,
495164,0,X-F7691F47-20150220_161651_924,TIL,R,31279461,1-10-2013,30-9-2014,X-F7691F47-20150220_161651_924.xml,
495165,0,X-C792BEA2-20150219_142057_315,TIL,R,31273722,1-1-2014,31-12-2014,X-C792BEA2-20150219_142057_315.xml,
495166,0,X-B4590CB7-20150220_154433_813,TIL,R,31273404,1-7-2014,31-12-2014,X-B4590CB7-20150220_154433_813.xml,
495167,0,X-F85981E7-20150218_152907_539,TIL,R,31272254,1-10-2013,30-9-2014,X-F85981E7-20150218_152907_539.xml,
495168,0,X-5753D84B-20150218_120201_191,TIL,R,31267625,1-10-2013,30-9-2014,X-5753D84B-20150218_120201_191.xml,
495169,0,X-5753D84B-20150218_120214_409,TIL,R,31267560,1-10-2013,30-9-2014,X-5753D84B-20150218_120214_409.xml,
495170,0,X-31BF4600-20150220_103814_493,TIL,R,31265428,1-10-2013,30-9-2014,X-31BF4600-20150220_103814_493.xml,
495171,0,X-0258D1F9-20150220_152225_305,TIL,R,31261430,1-1-2014,31-12-2014,X-0258D1F9-20150220_152225_305.xml,
495172,0,X-ECDA4AB1-20150219_125850_770,TIL,R,31259088,1-1-2014,31-12-2014,X-ECDA4AB1-20150219_125850_770.xml,
495173,0,X-417EF9B1-20150219_102359_935,TIL,R,31190932,1-10-2013,30-9-2014,X-417EF9B1-20150219_102359_935.xml,
495174,0,X-A169B686-20150220_184303_267,TIL,R,31180430,1-10-2013,30-9-2014,X-A169B686-20150220_184303_267.xml,
495175,0,X-3EE741AD-20150219_082813_420,TIL,R,31174066,1-1-2014,31-12-2014,X-3EE741AD-20150219_082813_420.xml,
495176,0,X-FB891670-20150219_070504_091,TIL,R,31157641,1-1-2014,31-12-2014,X-FB891670-20150219_070504_091.xml,
495177,0,X-FB891670-20150219_070756_069,TIL,R,31157498,1-1-2014,31-12-2014,X-FB891670-20150219_070756_069.xml,
495178,0,X-B610B85F-20150219_144455_590,TIL,R,31088992,1-1-2014,31-12-2014,X-B610B85F-20150219_144455_590.xml,
495179,0,X-B3A100E4-20150219_162303_034,TIL,R,31087074,1-10-2013,30-9-2014,X-B3A100E4-20150219_162303_034.xml,
495180,0,X-B3A100E4-20150219_161052_622,TIL,R,31086663,1-10-2013,30-9-2014,X-B3A100E4-20150219_161052_622.xml,
495181,0,X-16CD9122-20150219_075706_525,TIL,R,31072093,1-1-2014,31-12-2014,X-16CD9122-20150219_075706_525.xml,
495182,0,X-DEEC2589-20150219_151130_458,TIL,R,31069297,1-1-2014,31-12-2014,X-DEEC2589-20150219_151130_458.xml,
495183,0,X-85F350FC-20150219_144242_678,TIL,R,31063744,1-1-2014,31-12-2014,X-85F350FC-20150219_144242_678.xml,
495184,0,X-A58834B8-20150218_115728_784,TIL,R,31063388,1-10-2013,30-9-2014,X-A58834B8-20150218_115728_784.xml,
495185,0,X-A535AC31-20150219_174351_908,TIL,R,31057167,1-9-2013,31-8-2014,X-A535AC31-20150219_174351_908.xml,
495186,0,X-A0B67093-20150218_160446_100,TIL,R,31055989,1-1-2014,31-12-2014,X-A0B67093-20150218_160446_100.xml,
495187,0,X-92BB30E4-20150219_082707_040,TIL,R,30985222,1-1-2014,31-12-2014,X-92BB30E4-20150219_082707_040.xml,
495188,0,X-92BB30E4-20150219_082105_167,TIL,R,30985184,1-1-2014,31-12-2014,X-92BB30E4-20150219_082105_167.xml,
495189,0,X-86EB11C3-20150219_114506_739,TIL,R,30926498,1-10-2013,30-9-2014,X-86EB11C3-20150219_114506_739.xml,
495190,0,X-86EB11C3-20150219_115652_990,TIL,R,30926242,1-10-2013,30-9-2014,X-86EB11C3-20150219_115652_990.xml,
495191,0,X-4EE1E208-20150218_141440_364,TIL,R,30920090,1-1-2014,31-12-2014,X-4EE1E208-20150218_141440_364.xml,
495192,0,X-4A74147C-20150218_115307_423,TIL,R,30919475,1-10-2013,30-9-2014,X-4A74147C-20150218_115307_423.xml,
495193,0,X-4A74147C-20150218_120115_058,TIL,R,30918878,1-10-2013,30-9-2014,X-4A74147C-20150218_120115_058.xml,
495194,0,X-BB3FA9F2-20150218_152019_981,TIL,R,30916980,1-1-2014,31-12-2014,X-BB3FA9F2-20150218_152019_981.xml,
495195,0,X-51055922-20150220_160518_371,TIL,R,30910494,1-10-2013,30-9-2014,X-51055922-20150220_160518_371.xml,
495196,0,X-F6C818C3-20150220_130326_906,TIL,R,30905571,1-10-2013,30-9-2014,X-F6C818C3-20150220_130326_906.xml,
495197,0,X-07242691-20150219_074103_782,TIL,R,30905172,1-1-2014,31-12-2014,X-07242691-20150219_074103_782.xml,
495198,0,X-49EAA367-20150218_131329_883,TIL,R,30898664,1-10-2013,30-9-2014,X-49EAA367-20150218_131329_883.xml,
495199,0,X-6FD74FC7-20150220_084033_939,TIL,R,30897579,1-9-2013,31-8-2014,X-6FD74FC7-20150220_084033_939.xml,
495200,0,X-6689081F-20150220_164628_281,TIL,R,30896963,1-1-2014,31-12-2014,X-6689081F-20150220_164628_281.xml,
495201,0,X-F7691F47-20150220_095151_438,TIL,R,30832035,1-10-2013,30-9-2014,X-F7691F47-20150220_095151_438.xml,
495202,0,X-4EE1E208-20150219_123316_503,TIL,R,30830229,1-10-2013,30-9-2014,X-4EE1E208-20150219_123316_503.xml,
495203,0,X-7DCBEB12-20150220_161120_579,TIL,R,30830083,1-10-2013,30-9-2014,X-7DCBEB12-20150220_161120_579.xml,
495204,0,X-B41C108F-20150218_105156_606,TIL,R,30827589,1-10-2013,30-9-2014,X-B41C108F-20150218_105156_606.xml,
495205,0,X-B41C108F-20150218_105547_913,TIL,R,30827554,1-10-2013,30-9-2014,X-B41C108F-20150218_105547_913.xml,
